objectid,filename,youtubeid,title,creator,date,description,subject,location,latitude,longitude,identifier,source,type,format,language,rights,rightsstatement,top_category,sub_category
157,konferans.jpg,,Osmanlı Ticaret Merkezi Olarak İzmir,Mehmet Genç Gönüllüsü,2008-06,Osmanlı Ticaret Merkezi Olarak İzmir,Konferans;Ticaret;Şehirler;İzmir,İzmir;İzmir Ticaret Odası,38.44421655,27.19658895,MG-157,İzmir Ticaret Odası,Görüntü,image/jpg,tr,https://www.izto.org.tr,,Akademik,Konferans ve Bildiriler
152,konferans.jpg,,19. Yüzyıl Öncesi Osmanlı Ekonomisinde Özel Sermaye Birikimi Üzerinde Devletin Etkileri,Mehmet Genç Gönüllüsü,2008-10-16,19. Yüzyıl Öncesi Osmanlı Ekonomisinde Özel Sermaye Birikimi Üzerinde Devletin Etkileri,Konferans;İktisat;Sermaye;Dönemler;Modern;Yüzyıllar;19.Yy,"İstanbul,Beyoğlu;NIT",41.03160612,28.97589313,MG-152,"Netherlands Institute in Turkey, Comparing Notes: Current Research on Ottoman History and Literature in the Netherlands and Turkey",Görüntü,image/jpg,tr,http://tr.nit-istanbul.org,,Akademik,Konferans ve Bildiriler
146,konferans.jpg,,Osmanlı Dünyasında Dilencilik,Mehmet Genç Gönüllüsü,2008-10-18,Osmanlı Dünyasında Dilencilik,Konferans;Toplum;Dilencilik,İstanbul;İstanbul Büyükşehir Belediyesi,41.1292562,28.88335172,MG-146,Bir Kent Sorunu: Dilencilik Sempozyumu,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
181,konferans.jpg,,The Impact of the State on Capital Accumulation in the Ottoman Empire Before the 19th Century,Mehmet Genç Gönüllüsü,2008-12-03,The Impact of the State on Capital Accumulation in the Ottoman Empire Before the 19th Century,Konferans;İktisat;Devlet;Dönemler;Modern;Yüzyıllar;19.Yy,"Hollanda,Leiden;Leiden University",52.15730595,4.485238371,MG-181,"Leiden University Turkish Studies, Faculty of Arts, Finance, Capital and State in the Ottoman Empire",Görüntü,image/jpg,eng,https://www.universiteitleiden.nl/en,,Akademik,Konferans ve Bildiriler
287,leiden.jpg,,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Mehmet Genç Gönüllüsü,2008-12-03,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,MG-287,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
288,leiden2.jpg,,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Mehmet Genç Gönüllüsü,2008-12-03,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,MG-288,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
289,leiden3.jpg,,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Mehmet Genç Gönüllüsü,2008-12-03,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,MG-289,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
290,leiden4.jpg,,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Mehmet Genç Gönüllüsü,2008-12-03,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,MG-290,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
291,leiden5.jpg,,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Mehmet Genç Gönüllüsü,2008-12-03,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,MG-291,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
293,leiden7.jpg,,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Mehmet Genç Gönüllüsü,2008-12-03,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,MG-293,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
294,leiden8.jpg,,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Mehmet Genç Gönüllüsü,2008-12-03,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,MG-294,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
295,leiden9.jpg,,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Mehmet Genç Gönüllüsü,2008-12-03,İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Doktora savunması,"Hollanda,Leiden",52.1572143,4.48524118,MG-295,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,tr,,,Görsel Arşiv,Fotoğraflar
292,leiden6.jpg,,"İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Erol Güngör",Mehmet Genç Gönüllüsü,2008-12-04,"İsmail Hakkı Kadı'nın Leiden Üniversitesi'ndeki Doktora Savunması,Erol Özvar",Gezi;Erol Özvar,"Hollanda,Amsterdam",52.1572143,4.48524118,MG-292,İsmail Hakkı Kadı Twitter Hesabı,Görüntü,image/jpg,tr,https://twitter.com/IsmailHakkiKadi/status/1373389948880105476?s=20,,Görsel Arşiv,Fotoğraflar
83,selim.jpg,,III. Selim’e Sunulan Layihalar Üzerine Düşünceler,Mehmet Genç Gönüllüsü,2008-12-22,III. Selim’e Sunulan Layihalar Üzerine Düşünceler,Bildiri;Devlet;Bürokrasi;Kişiler;III. Selim;Tarihçilik;Kaynaklar;Yüzyıllar;18.Yy;19.Yy,"İstanbul,Altunizade;İSAM",41.02595399,29.03907871,MG-83,"Nizam-ı Kadim’den Nizam-ı Cedid’e: Ölümünün 200. Yılında III. Selim ve Dönemi Uluslararası Sempozyumu, İSAM",Görüntü,image/jpg,tr,http://www.isam.org.tr,,Akademik,Konferans ve Bildiriler
158,konferans.jpg,,"Osmanlı’da Devlet, Ekonomi ve Toplum",Mehmet Genç Gönüllüsü,2009-01-19,"Osmanlı’da Devlet, Ekonomi ve Toplum",Konferans;İktisat;Devlet;Toplum,İzmir,38.44421655,27.19658895,MG-158,,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
144,konferans.jpg,,"İpek Yolu, Baharat Yolu, Ortadoğu ve Osmanlı Devleti",Mehmet Genç Gönüllüsü,2009-02-06,"İpek Yolu, Baharat Yolu, Ortadoğu ve Osmanlı Devleti",Konferans;Ticaret;İpek Yolu;Baharat Yolu;Bölgeler;Ortadoğu,İstanbul;İSMEK,41.1292562,28.88335172,MG-144,İSMEK,Görüntü,image/jpg,tr,https://www.ismek.istanbul/tr/default.aspx,,Akademik,Konferans ve Bildiriler
138,konferans.jpg,,Osmanlıda İktisadi Düşüncenin Gelişimi,Mehmet Genç Gönüllüsü,2009-04-14,Osmanlıda İktisadi Düşüncenin Gelişimi,Konferans;İktisat;İktisadi Düşünce,İstanbul,41.1292562,28.88335172,MG-138,Yapı Kredi Kültür Merkezi Salı Toplantıları,Görüntü,image/jpg,tr,https://sanat.ykykultur.com.tr/etkinlikler#,,Akademik,Konferans ve Bildiriler
275,artvin.jpg,,Artvin Mehmet Genç Kültür Evi açılışı,Mehmet Genç Gönüllüsü,2009-06,Artvin Mehmet Genç Kültür Evi açılışı,Açılış,Artvin,41.18146,41.82616,MG-275,Türkiye Yazarlar Birliği,Görüntü,image/jpg,tr,https://www.tyb.org.tr/cemal-kurnaz-mehmet-gencle-artvinde-48490h.htm,,Görsel Arşiv,Fotoğraflar
276,artvin2.jpg,,Artvin Mehmet Genç Kültür Evi açılışı,Mehmet Genç Gönüllüsü,2009-06,Artvin Mehmet Genç Kültür Evi açılışı,Açılış,Artvin,41.18146,41.82616,MG-276,Türkiye Yazarlar Birliği,Görüntü,image/jpg,tr,https://www.tyb.org.tr/cemal-kurnaz-mehmet-gencle-artvinde-48490h.htm,,Görsel Arşiv,Fotoğraflar
277,artvin3.jpg,,Artvin Mehmet Genç Kültür Evi açılışı,Mehmet Genç Gönüllüsü,2009-06,Artvin Mehmet Genç Kültür Evi açılışı,Açılış,Artvin,41.18146,41.82616,MG-277,Türkiye Yazarlar Birliği,Görüntü,image/jpg,tr,https://www.tyb.org.tr/cemal-kurnaz-mehmet-gencle-artvinde-48490h.htm,,Görsel Arşiv,Fotoğraflar
278,artvin4.jpg,,Artvin Mehmet Genç Kültür Evi açılışı,Mehmet Genç Gönüllüsü,2009-06,Artvin Mehmet Genç Kültür Evi açılışı,Açılış,Artvin,41.18146,41.82616,MG-278,Türkiye Yazarlar Birliği,Görüntü,image/jpg,tr,https://www.tyb.org.tr/cemal-kurnaz-mehmet-gencle-artvinde-48490h.htm,,Görsel Arşiv,Fotoğraflar
143,konferans.jpg,,Osmanlı Devleti’nin 18. 19. Yüzyıllarda Özel Sermaye Birikim Karşısındaki Tutumu ve Etkileri,Mehmet Genç Gönüllüsü,2009-06-08,Osmanlı Devleti’nin 18. 19. Yüzyıllarda Özel Sermaye Birikim Karşısındaki Tutumu ve Etkileri,Konferans;İktisat;Sermaye;Yüzyıllar;18.Yy;19.Yy,İstanbul;İstanbul Bilgi Üniversitesi;TÜBA,41.1292562,28.88335172,MG-143,"TÜBA Forumu, İstanbul Bilgi Üniversitesi",Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
96,konferans.jpg,,Ömer Lütfi Barkan,Mehmet Genç Gönüllüsü,2010-03-18,Ömer Lütfi Barkan,Konferans;Kişiler;Ömer Lütfi Barkan,Ankara,39.9753847,32.75741589,MG-96,Cumhuriyet Döneminde Türkiye’de Tarihçilik ve Tarih Yayıncılığı Sempozyumu,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
185,konferans.jpg,,Osmanlı Ekonomisinde Özel Sermaye Birikimi Karşısında Devletin Tutumu,Mehmet Genç Gönüllüsü,2010-04-20,Osmanlı Ekonomisinde Özel Sermaye Birikimi Karşısında Devletin Tutumu,"Konferans;İktisat,Sermaye","Kayseri,Talas;Erciyes Üniversitesi",38.71020995,35.53367055,MG-185,Erciyes Üniversitesi,Görüntü,image/jpg,tr,https://www.erciyes.edu.tr,,Akademik,Konferans ve Bildiriler
186,konferans.jpg,,Erol Güngör Hakkında,Mehmet Genç Gönüllüsü,2010-04-26,Erol Güngör Hakkında,Konferans;Kişiler;Erol Güngör,"Eskişehir,Odunpazarı;Eskişehir Osmangazi Üniversitesi",39.75161957,30.48995742,MG-186,Eskişehir Osmangazi Üniversitesi,Görüntü,image/jpg,tr,https://www.ogu.edu.tr,,Akademik,Konferans ve Bildiriler
170,konferans.jpg,,Osmanlı Ekonomik Sistemi,Mehmet Genç Gönüllüsü,2010-05,Osmanlı Ekonomik Sistemi,Konferans;İktisat;İktisadi Sistem,"Sakarya,Serdivan;Sakarya Üniversitesi",40.74227682,30.33280611,MG-170,Sakarya Üniversitesi ,Görüntü,image/jpg,tr,https://www.sakarya.edu.tr,,Akademik,Konferans ve Bildiriler
199,konferans.jpg,,İktisat Tarihinin İktisat ve Tarih Disiplinleri Arasındaki Konumu ,Mehmet Genç Gönüllüsü,2010-06-24,İktisat Tarihinin İktisat ve Tarih Disiplinleri Arasındaki Konumu ,Konferans;Tarihçilik;İktisat Tarihçiliği,Elazığ,38.67482619,39.22322541,MG-199,"Açılış Tebliği, II. Türk İktisat Tarihi Kongresi",Görüntü,image/jpg,tr,http://www.titap.org,,Akademik,Konferans ve Bildiriler
200,konferans.jpg,,İktisat Tarihinin İktisat ve Tarih Disiplinleri Arasındaki Konumu ,Mehmet Genç Gönüllüsü,2010-06-24,İktisat Tarihinin İktisat ve Tarih Disiplinleri Arasındaki Konumu ,Konferans;Tarihçilik;İktisat Tarihçiliği,Elazığ,38.67482619,39.22322541,MG-200,"Sempozyumu Değerlendirme Konuşması, II. Türk İktisat Tarihi Kongresi",Görüntü,image/jpg,tr,http://www.titap.org,,Akademik,Konferans ve Bildiriler
118,konferans.jpg,,Osmanlı Sanayii,Mehmet Genç Gönüllüsü,2011-01-14,Osmanlı Sanayii,Konferans;İktisat;Sanayii,"İstanbul,Altunizade;Altunizade Kültür Merkezi",41.01822121,29.04086105,MG-118,Altunizade Kültür Merkezi,Görüntü,image/jpg,tr,https://www.uskudar.bel.tr/tr/main/pages/altunizade-kultur-ve-sanat-merkezi/85,,Akademik,Konferans ve Bildiriler
261,dogu.jpg,,İstanbul Şehir Üniversitesi Doğu Kampüsü,Mehmet Genç Gönüllüsü,2011-01-22,İstanbul Şehir Üniversitesi Doğu Kampüsü'nden bir fotoğraf.,Biyografi;İstanbul Şehir Üniversitesi,"İstanbul,Altunizade;İstanbul Şehir Üniversitesi",41.025594,29.045055,MG-261,Abdullah Bilal Akbulut,Görüntü,image/jpg,tr,https://pt.trekearth.com/gallery/Middle_East/Turkey/photo1278334.htm,,Biyografik,Hayat Hikayesi
119,konferans.jpg,,Osmanlı Devletini Uzun Ömürlü Kılan Faktörler I: Giriş,Mehmet Genç Gönüllüsü,2011-02-11,Osmanlı Devletini Uzun Ömürlü Kılan Faktörler I: Giriş,Konferans,"İstanbul,Altunizade;Altunizade Kültür Merkezi",41.01822121,29.04086105,MG-119,Altunizade Kültür Merkezi,Görüntü,image/jpg,tr,https://www.uskudar.bel.tr/tr/main/pages/altunizade-kultur-ve-sanat-merkezi/85,,Akademik,Konferans ve Bildiriler
120,konferans.jpg,,Osmanlı Devletini Uzun Ömürlü Kılan Faktörler II: Siyasi Yapısının Özellikleri,Mehmet Genç Gönüllüsü,2011-03-11,Osmanlı Devletini Uzun Ömürlü Kılan Faktörler II: Siyasi Yapısının Özellikleri,Konferans;Devlet;Siyaset,"İstanbul,Altunizade;Altunizade Kültür Merkezi",41.01822121,29.04086105,MG-120,Altunizade Kültür Merkezi,Görüntü,image/jpg,tr,https://www.uskudar.bel.tr/tr/main/pages/altunizade-kultur-ve-sanat-merkezi/85,,Akademik,Konferans ve Bildiriler
166,konferans.jpg,,Dostum Mehmet Çavuşoğlu,Mehmet Genç Gönüllüsü,2011-03-31,Dostum Mehmet Çavuşoğlu,Konferans;Kişiler;Mehmet Çavuşoğlu,"Ankara,Yeni Mahalle;Gazi Üniversitesi",39.93975885,32.82235955,MG-166,"Dostum Mehmet Çavuşoğlu”, Merhum Prof. Dr. Mehmet Çavuşoğlu Hakkında Anma Toplantısı, Gazi Üniversitesi",Görüntü,image/jpg,tr,http://gazi.edu.tr,,Biyografik,Aile Arşivi
169,konferans.jpg,,İktisat ve Deniz Ticaret Tarihinde Doğu Akdeniz ve Mersin’e Nasıl Yaklaşılmalı,Mehmet Genç Gönüllüsü,2011-04-07,İktisat ve Deniz Ticaret Tarihinde Doğu Akdeniz ve Mersin’e Nasıl Yaklaşılmalı,Konferans;İktisat;Ticaret;Doğu Akdeniz;Tarihçilik;İktisat Tarihçiliği;Şehirler;Mersin,Mersin,36.88841185,34.68558872,MG-169,"Açılış Konuşması, Türk Deniz Ticareti Tarihi Sempozyumu III Mersin ve Doğu Akdeniz 7-8 Nisan 2011",Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
121,konferans.jpg,,Osmanlı Devleti’ni Uzun Ömürlü Kılan Faktörler III: Bürokrasisinin Organizasyonel Yapısı,Mehmet Genç Gönüllüsü,2011-04-14,Osmanlı Devleti’ni Uzun Ömürlü Kılan Faktörler III: Bürokrasisinin Organizasyonel Yapısı,Konferans;Devlet;Bürokrasi;Bürokratik Yapı,"İstanbul,Altunizade;Altunizade Kültür Merkezi",41.01822121,29.04086105,MG-121,Altunizade Kültür Merkezi,Görüntü,image/jpg,tr,https://www.uskudar.bel.tr/tr/main/pages/altunizade-kultur-ve-sanat-merkezi/85,,Akademik,Konferans ve Bildiriler
160,konferans.jpg,,Modern İktisadi Büyüme Karşısında Osmanlı Ekonomisi,Mehmet Genç Gönüllüsü,2011-05-13,Modern İktisadi Büyüme Karşısında Osmanlı Ekonomisi,Konferans;İktisat;İktisadi Büyüme;Dönemler;Modern,"Malatya,Battalgazi;İnönü Üniversitesi",38.33079249,38.44000416,MG-160,İnönü Üniversitesi,Görüntü,image/jpg,tr,http://www.inonu.edu.tr,,Akademik,Konferans ve Bildiriler
115,konferans.jpg,,Osmanlı Devletini Uzun Ömürlü Kılan Sebepler IV: Mali Yapısının Özellikleri,Mehmet Genç Gönüllüsü,2011-05-31,Osmanlı Devletini Uzun Ömürlü Kılan Sebepler IV: Mali Yapısının Özellikleri,Konferans;İktisat;Maliye;Mali Yapı,"İstanbul,Altunizade;Altunizade Kültür Merkezi",41.01822121,29.04086105,MG-115,Altunizade Kültür Merkezi,Görüntü,image/jpg,tr,https://www.uskudar.bel.tr/tr/main/pages/altunizade-kultur-ve-sanat-merkezi/85,,Akademik,Konferans ve Bildiriler
217,söyleşi.jpg,scUnRAaAPOM,Osmanlı'da Devlet ve Ekonomi,Mehmet Genç Gönüllüsü,2011-06-01,Osmanlı'da Devlet ve Ekonomi,Söyleşi;Kişiler;Mehmet Genç;İktisat;Devlet,Bilecik,40.16948736,29.9890625,MG-217,,Video,video/mp4,tr,https://www.youtube.com/watch?v=scUnRAaAPOM,,Görsel Arşiv,Video Kayıtları
159,konferans.jpg,,Osmanlı Sosyal Nizamı ve İstinad Ettiği İktisadi Yapı,Mehmet Genç Gönüllüsü,2011-06-02,Osmanlı Sosyal Nizamı ve İstinad Ettiği İktisadi Yapı,Konferans;İktisat;İktisadi Yapı;Toplum;Sosyal Nizam,Bilecik;Bilecik Üniversitesi,40.1902613,29.96971089,MG-159,Bilecik Şeyh Edebali Üniversitesi,Görüntü,image/jpg,tr,http://www.bilecik.edu.tr,,Akademik,Konferans ve Bildiriler
241,,eSrUHkBafws,Söz Sende Programı,Mehmet Genç Gönüllüsü,2011-07-19,Söz Sende Programı,TV Programı,İstanbul,41.1292562,28.88335172,MG-241,Habertürk,Video,video/mp4,tr,https://www.youtube.com/watch?v=eSrUHkBafws,,Görsel Arşiv,Video Kayıtları
116,konferans.jpg,,Osmanlı Devletini Uzun Ömürlü Kılan Faktörler V: İktisadi Yapı Özellikleri,Mehmet Genç Gönüllüsü,2011-10-20,Osmanlı Devletini Uzun Ömürlü Kılan Faktörler V: İktisadi Yapı Özellikleri,Konferans;İktisat;İktisadi Yapı,"İstanbul,Altunizade;Altunizade Kültür Merkezi",41.01822121,29.04086105,MG-116,Altunizade Kültür Merkezi,Görüntü,image/jpg,tr,https://www.uskudar.bel.tr/tr/main/pages/altunizade-kultur-ve-sanat-merkezi/85,,Akademik,Konferans ve Bildiriler
117,konferans.jpg,,Osmanlı Devletini Uzun Ömürlü Kılan Faktörler VI: İletişimin Örgütlenmesi,Mehmet Genç Gönüllüsü,2011-11-17,Osmanlı Devletini Uzun Ömürlü Kılan Faktörler VI: İletişimin Örgütlenmesi,Konferans;İletişim,"İstanbul,Altunizade;Altunizade Kültür Merkezi",41.01822121,29.04086105,MG-117,Altunizade Kültür Merkezi,Görüntü,image/jpg,tr,https://www.uskudar.bel.tr/tr/main/pages/altunizade-kultur-ve-sanat-merkezi/85,,Akademik,Konferans ve Bildiriler
233,,excH4TWsmHI,Salih Tuna ile La Havle Programı,Mehmet Genç Gönüllüsü,2012-02-22,Salih Tuna ile La Havle Programı,TV Programı,İstanbul,41.1292562,28.88335172,MG-233,TVNET,Video,video/mp4,tr,https://www.youtube.com/watch?v=excH4TWsmHI,,Görsel Arşiv,Video Kayıtları
244,,8r0QMqYB4VQ,Türkiye’de İktisat Tarihçiliğinin Dünü Bugünü ve Otobiyografik Gözlemler,Mehmet Genç Gönüllüsü,2012-02-23,Türkiye’de İktisat Tarihçiliğinin Dünü Bugünü ve Otobiyografik Gözlemler,Konuşma;Tarihçilik;İktisat Tarihçiliği,İstanbul,41.1292562,28.88335172,MG-244,Tarih Vakfı Youtube Kanalı,Video,video/mp4,tr,https://www.youtube.com/watch?v=8r0QMqYB4VQ,,Görsel Arşiv,Video Kayıtları
414,,qJAVlOZBhvQ,Mehmet Genç- Tarih Sohbetleri,Necmettin Semiz,2012-03-19,Mehmet Genç- Tarih Sohbetleri,"Panel;İstanbul'un Fethi, Osmanlı Tarihi",İstanbul,41.1292562,28.88335172,MG-414,Tarih TV Youtube Kanalı,Video,video/mp4,tr,https://www.youtube.com/watch?v=qJAVlOZBhvQ,,Görsel Arşiv,Video Kayıtları
210,röportaj.jpg,,Tevazuyu Hakikati Ararken Öğrendim,Mehmet Genç Gönüllüsü,2012-05-27,Tevazuyu Hakikati Ararken Öğrendim,Röportaj;Kişiler;Mehmet Genç,İstanbul,41.1292562,28.88335172,MG-210,Yeni Şafak Gazetesi,Görüntü,image/jpg,tr,https://www.yenisafak.com/yenisafakpazar/tevazuyu-hakikati-ararken-ogrendim-385430,,Akademik,Röportaj ve Söyleşiler
318,yenisafak.jpg,,Yeni Şafak Gazetesi Tevazuyu Hakikati Ararken Öğrendim Başlıklı Röportajı,Mehmet Genç Gönüllüsü,2012-05-27,Tevazuyu Hakikati Ararken Öğrendim ,Röportaj,İstanbul,41.1292562,28.88335172,MG-318,Yeni Şafak Gazetesi,Görüntü,image/jpg,tr,https://www.yenisafak.com/yenisafakpazar/tevazuyu-hakikati-ararken-ogrendim-385430,,Akademik,Röportaj ve Söyleşiler
134,konferans.jpg,,Osmanlıda 17. Yüzyılın Sosyal ve Siyasal Yapısı,Mehmet Genç Gönüllüsü,2012-12-03,Osmanlıda 17. Yüzyılın Sosyal ve Siyasal Yapısı,Konferans;Devlet;Siyaset;Sosyal Yapı;Yüzyıllar;17.Yy,"İstanbul,Şişhane;İstanbul Kültür Sanat Vakfı",41.02850599,28.97189243,MG-134,"İstanbul Kültür Sanat Vakfı Osmanlı Dönemi Müzik Uygulama ve Araştırma Merkezi, Itri ve Dönemine Disiplinlerarası Bakışlar",Görüntü,image/jpg,tr,https://www.iksv.org/tr,,Akademik,Konferans ve Bildiriler
130,konferans.jpg,,Kanuni Devrinde Osmanlı Performansı,Mehmet Genç Gönüllüsü,2013-01-28,Kanuni Devrinde Osmanlı Performansı,Konferans;Kişiler;Kanuni Sultan Süleyman;Dönemler;Klasik,"İstanbul,Başakşehir;Başakşehir Belediyesi",41.12339323,28.77144119,MG-130,Başakşehir Belediyesi Kültür Merkezi,Görüntü,image/jpg,tr,http://www.basaksehirkultursanat.org,,Akademik,Konferans ve Bildiriler
163,konferans.jpg,,17. Yüzyıl Dönüşümüne Genel Bakış,Mehmet Genç Gönüllüsü,2013-02-07,17. Yüzyıl Dönüşümüne Genel Bakış,Konferans;Yüzyıllar;17.Yy,"Ankara,Çankaya;ODTÜ",39.89519435,32.78446764,MG-163,Açılış Konuşması 17. Yüzyılda Osmanlı İmparatorluğunda Kriz ve Dönüşüm III. Çalıştay: Kriz ve Değişmeler,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
183,konferans.jpg,,"Klasik Osmanlı Sisteminde Kâr, Faiz ve Kredi İlişkilerinin Özel Sermaye Birikimine Etkileri",Mehmet Genç Gönüllüsü,2013-02-27,"Klasik Osmanlı Sisteminde Kâr, Faiz ve Kredi İlişkilerinin Özel Sermaye Birikimine Etkileri",Konferans;İktisat;Sermaye;Dönemler;Klasik,"Antalya,Konyaaltı;Akdeniz Üniversitesi",36.89471365,30.65534228,MG-183,Akdeniz Üniversitesi,Görüntü,image/jpg,tr,https://www.akdeniz.edu.tr,,Akademik,Konferans ve Bildiriler
133,konferans.jpg,,Osmanlı Ekonomisinde Sermaye Birikimi ve Servet Dağılımı,Mehmet Genç Gönüllüsü,2013-03-26,Osmanlı Ekonomisinde Sermaye Birikimi ve Servet Dağılımı,Konferans;İktisat;Sermaye,"İstanbul,Fatih;İstanbul Üniversitesi",41.01005056,28.96054028,MG-133,"İstanbul Üniversitesi, Kongre Kültür Merkezi, 37. İktisatçılar Haftası, Cumhuriyetin 90. Yılında Hak, Adalet, İktisat Başlıklı Oturum",Görüntü,image/jpg,tr,https://www.istanbul.edu.tr/tr/_,,Akademik,Konferans ve Bildiriler
220,söyleşi.jpg,,Mehmet Genç ile Osmanlı’da Ekonomi,Mehmet Genç Gönüllüsü,2013-04-09,Mehmet Genç ile Osmanlı’da Ekonomi,Söyleşi;Kişiler;Mehmet Genç;İktisat,"Kocaeli,İzmit;Kocaeli Büyükşehir Belediyesi;Türkiye Dil ve Edebiyat Derneği Kocaeli Şubesi ",40.76107771,29.93413119,MG-220,"Kocaeli Büyükşehir Belediyesi, Türkiye Dil ve Edebiyat Derneği Kocaeli Şubesi ",Görüntü,image/jpg,tr,https://www.kocaeli.bel.tr/tr/main/news/haberler/3/mehmet-genc-ile-osmanlida-ekonomi/19530,,Biyografik,Aile Arşivi
374,odessa.jpg,,Odessa'da bir Osmamlı mezar taşının fotoğrafını alırken,Mehmet Genç Gönüllüsü,2013-04-17,Odessa'da bir Osmamlı mezar taşının fotoğrafını alırken,Gezi;Kişiler;Mehmet İpşirli,"Moldova,Bender",46.83734099,29.48735492,MG-374,Kahraman Şakul Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354423284547585,,Biyografik,Vefeyat ve Anma
375,odessa2.jpg,,Bender Kalesi Gezisi,Mehmet Genç Gönüllüsü,2013-04-17,Bender Kalesi Gezisi,Gezi;Biyografi;Kişiler;Kahraman Şakul,"Moldova,Bender",46.83734099,29.48735492,MG-375,Kahraman Şakul Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354420348542980,,Biyografik,Hayat Hikayesi
376,odessa3.jpg,,Bender Kalesi Gezisi,Mehmet Genç Gönüllüsü,2013-04-17,Bender Kalesi Gezisi,Gezi;Kişiler;Mehmet İpşirli;Feridun Emecen;Kahraman Şakul,"Moldova,Bender",46.83734099,29.48735492,MG-376,Kahraman Şakul Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354420348542980,,Görsel Arşiv,Fotoğraflar
377,odessa4.jpg,,Bender Kalesi Gezisi,Mehmet Genç Gönüllüsü,2013-04-17,Bender Kalesi Gezisi,Gezi;Kişiler;Mehmet İpşirli;Feridun Emecen;Kahraman Şakul;Hüseyin Ergani,"Moldova,Bender",46.83734099,29.48735492,MG-377,Kahraman Şakul Twitter Hesabı,Görüntü,image/jpg,,https://twitter.com/KahramanSakul/status/1373354420348542980,,Görsel Arşiv,Fotoğraflar
206,konferans.jpg,,Osmanlı Arşiv Kaynaklarına Göre Hocabey’in (Odessa) Kuruluşu,Mehmet Genç Gönüllüsü,2013-04-18,Osmanlı Arşiv Kaynaklarına Göre Hocabey’in (Odessa) Kuruluşu,Konferans;Tarihçilik;Kaynaklar;Arşiv;Şehirler;Odessa;Hocabey,Ukrayna,49.01577033,31.09826854,MG-206,,Görüntü,image/jpg,tr,,,Akademik,Konferans ve Bildiriler
